seed_id,n,mean,sample_std
S000,50,0.001349939524,1.013613664965
S001,50,0.048384748399,1.032062241379
S002,50,0.167530525683,0.921063848744
S003,50,-0.052009494471,1.334763666497
S004,50,0.346686238976,1.069822522974
S005,50,0.670529688641,0.939999010344
S006,50,0.344358793515,1.059721464780
S007,50,0.763829522399,1.211594508322
S008,50,0.910034889243,1.019037736698
S009,50,0.944142724943,1.052789177369
S010,50,1.113667055709,1.096547233118
S011,50,0.931288546591,1.413670344920
S012,50,1.120816719149,1.171925350550
S013,50,1.167032703765,1.165241330020
S014,50,1.328244858814,1.451832897121
S015,50,1.181186758708,1.093062879202
S016,50,1.632075976360,1.442148183308
S017,50,1.696412547841,1.549334431615
S018,50,1.662564082541,1.350405413254
S019,50,1.991032558695,1.323453675692
