row_index,seed_id,metric,value
0,S000,n,50
0,S000,mean,0.001349939524
0,S000,sample_std,1.013613664965
1,S001,n,50
1,S001,mean,0.048384748399
1,S001,sample_std,1.032062241379
2,S002,n,50
2,S002,mean,0.167530525683
2,S002,sample_std,0.921063848744
3,S003,n,50
3,S003,mean,-0.052009494471
3,S003,sample_std,1.334763666497
4,S004,n,50
4,S004,mean,0.346686238976
4,S004,sample_std,1.069822522974
5,S005,n,50
5,S005,mean,0.670529688641
5,S005,sample_std,0.939999010344
6,S006,n,50
6,S006,mean,0.344358793515
6,S006,sample_std,1.059721464780
7,S007,n,50
7,S007,mean,0.763829522399
7,S007,sample_std,1.211594508322
8,S008,n,50
8,S008,mean,0.910034889243
8,S008,sample_std,1.019037736698
9,S009,n,50
9,S009,mean,0.944142724943
9,S009,sample_std,1.052789177369
10,S010,n,50
10,S010,mean,1.113667055709
10,S010,sample_std,1.096547233118
11,S011,n,50
11,S011,mean,0.931288546591
11,S011,sample_std,1.413670344920
12,S012,n,50
12,S012,mean,1.120816719149
12,S012,sample_std,1.171925350550
13,S013,n,50
13,S013,mean,1.167032703765
13,S013,sample_std,1.165241330020
14,S014,n,50
14,S014,mean,1.328244858814
14,S014,sample_std,1.451832897121
15,S015,n,50
15,S015,mean,1.181186758708
15,S015,sample_std,1.093062879202
16,S016,n,50
16,S016,mean,1.632075976360
16,S016,sample_std,1.442148183308
17,S017,n,50
17,S017,mean,1.696412547841
17,S017,sample_std,1.549334431615
18,S018,n,50
18,S018,mean,1.662564082541
18,S018,sample_std,1.350405413254
19,S019,n,50
19,S019,mean,1.991032558695
19,S019,sample_std,1.323453675692
