row_index,seed_id,metric,value
0,S000,n,50
0,S000,mean,0.193097290259
0,S000,sample_std,0.953505801344
1,S001,n,50
1,S001,mean,-0.011591004197
1,S001,sample_std,0.935216565599
2,S002,n,50
2,S002,mean,0.352376090183
2,S002,sample_std,0.860175459238
3,S003,n,50
3,S003,mean,0.459833172837
3,S003,sample_std,0.908091048795
4,S004,n,50
4,S004,mean,0.730364731634
4,S004,sample_std,1.217458031543
5,S005,n,50
5,S005,mean,0.514347174166
5,S005,sample_std,1.160794318494
6,S006,n,50
6,S006,mean,0.724208044440
6,S006,sample_std,0.973270114556
7,S007,n,50
7,S007,mean,0.702695416533
7,S007,sample_std,1.096645810118
8,S008,n,50
8,S008,mean,0.803202456797
8,S008,sample_std,1.123323869687
9,S009,n,50
9,S009,mean,1.127866989676
9,S009,sample_std,1.270484743887
10,S010,n,50
10,S010,mean,1.031194729903
10,S010,sample_std,1.064713103505
11,S011,n,50
11,S011,mean,1.124512420540
11,S011,sample_std,1.127438373883
12,S012,n,50
12,S012,mean,1.355155992950
12,S012,sample_std,1.194274895215
13,S013,n,50
13,S013,mean,1.196346700944
13,S013,sample_std,1.140123752298
14,S014,n,50
14,S014,mean,1.208834047542
14,S014,sample_std,1.417541400971
15,S015,n,50
15,S015,mean,1.771407890546
15,S015,sample_std,1.272157181573
16,S016,n,50
16,S016,mean,1.769047033681
16,S016,sample_std,1.299448891343
17,S017,n,50
17,S017,mean,1.755187359012
17,S017,sample_std,1.456603017733
18,S018,n,50
18,S018,mean,1.768680344591
18,S018,sample_std,1.403452756559
19,S019,n,50
19,S019,mean,1.860115012536
19,S019,sample_std,1.324036500062
