seed_id,observation_id,value
S000,O000,-1.279417127556
S000,O001,0.043943425829
S000,O002,0.620579204665
S000,O003,0.396935114162
S000,O004,1.734558020917
S000,O005,-0.507069777886
S000,O006,0.187998655333
S000,O007,-0.321334834397
S000,O008,0.045052431139
S000,O009,0.027010760015
S000,O010,1.811305602636
S000,O011,-0.343149976284
S000,O012,-0.980203603346
S000,O013,-2.056801275736
S000,O014,-1.539517341388
S000,O015,-0.547077510908
S000,O016,-0.053684934473
S000,O017,0.910420439250
S000,O018,-0.173584682671
S000,O019,0.236180957655
S000,O020,0.318797182306
S000,O021,-0.323274646617
S000,O022,0.486288441278
S000,O023,-0.013277463888
S000,O024,-0.592317367582
S000,O025,1.158697866934
S000,O026,1.413863311891
S000,O027,0.060844432210
S000,O028,-1.962667827075
S000,O029,0.063405027604
S000,O030,1.198203772666
S000,O031,0.804635548893
S000,O032,-0.664693043333
S000,O033,-0.917020503524
S000,O034,0.792410841852
S000,O035,-1.019775877625
S000,O036,0.232154315210
S000,O037,1.939187418133
S000,O038,-0.616072518722
S000,O039,0.351491694602
S000,O040,-0.348130234220
S000,O041,-1.122198824115
S000,O042,2.446413931697
S000,O043,0.082262855462
S000,O044,-0.445273488774
S000,O045,1.464143755804
S000,O046,-1.569873048555
S000,O047,1.510327444084
S000,O048,-1.682676461903
S000,O049,-0.128009484754
S001,O000,-0.958429875316
S001,O001,0.037548071453
S001,O002,-1.594765006362
S001,O003,-1.716958504290
S001,O004,-0.341445578900
S001,O005,-0.408698972046
S001,O006,-0.205766722934
S001,O007,-0.429343690686
S001,O008,0.142487195379
S001,O009,0.320857157938
S001,O010,0.491250799555
S001,O011,0.514475559072
S001,O012,0.762469310704
S001,O013,0.721502661547
S001,O014,0.792747336129
S001,O015,0.462594030669
S001,O016,-1.476928697391
S001,O017,-0.963287068270
S001,O018,0.049376182842
S001,O019,1.800678202362
S001,O020,-0.428248552971
S001,O021,1.016650268752
S001,O022,-1.079127685997
S001,O023,-1.606079464716
S001,O024,0.653881085422
S001,O025,0.241797710405
S001,O026,1.436723179937
S001,O027,0.232693171038
S001,O028,2.132261404642
S001,O029,0.821706310881
S001,O030,0.724429887582
S001,O031,0.891741370346
S001,O032,-1.093050018282
S001,O033,1.398740729453
S001,O034,-1.180184663104
S001,O035,-0.696195028980
S001,O036,0.573163468023
S001,O037,0.632275860218
S001,O038,1.118524806087
S001,O039,-0.275511112332
S001,O040,1.210472886939
S001,O041,1.000623431834
S001,O042,-1.566123868734
S001,O043,-1.108206806313
S001,O044,0.970828985562
S001,O045,-0.013713845599
S001,O046,0.699986948665
S001,O047,1.904665675302
S001,O048,0.084010045139
S001,O049,1.110752927571
S002,O000,0.206979922777
S002,O001,-0.194833296558
S002,O002,-2.456815065300
S002,O003,-0.422733081098
S002,O004,0.324160944798
S002,O005,-0.729674508345
S002,O006,-0.825769960068
S002,O007,-1.824076886252
S002,O008,0.270547544419
S002,O009,0.386891860061
S002,O010,0.633028613560
S002,O011,1.417814597651
S002,O012,0.385830339698
S002,O013,-0.020207646596
S002,O014,1.394777448334
S002,O015,0.501559031199
S002,O016,-0.424603499462
S002,O017,1.681833554934
S002,O018,-1.177400073084
S002,O019,-0.479443031279
S002,O020,-0.144923868714
S002,O021,-0.512163736393
S002,O022,-0.267535209269
S002,O023,0.317145840764
S002,O024,1.824678441973
S002,O025,0.701128135011
S002,O026,0.326483572200
S002,O027,0.255895446567
S002,O028,0.842245020303
S002,O029,-0.135355002566
S002,O030,-0.572035908984
S002,O031,-0.666172080890
S002,O032,1.765224378777
S002,O033,-0.047081522864
S002,O034,0.849683436345
S002,O035,0.515355451157
S002,O036,1.403895539186
S002,O037,-0.192426169537
S002,O038,1.773577400030
S002,O039,-1.106648060616
S002,O040,1.245833112757
S002,O041,0.059872200339
S002,O042,-0.979541904133
S002,O043,-0.307269086937
S002,O044,-0.026880773327
S002,O045,1.167984350396
S002,O046,-1.952557800899
S002,O047,-0.775286393758
S002,O048,1.043499394560
S002,O049,1.116196717267
S003,O000,-0.527275047715
S003,O001,1.690134297033
S003,O002,0.201175981216
S003,O003,-1.827570549228
S003,O004,0.387171795174
S003,O005,-0.855128395035
S003,O006,0.922963308385
S003,O007,-0.916499543584
S003,O008,2.004236463040
S003,O009,0.185584333124
S003,O010,1.287976832403
S003,O011,-0.071126111586
S003,O012,0.019988061234
S003,O013,-1.640131641725
S003,O014,-1.684048162605
S003,O015,-0.965712476420
S003,O016,0.388291415934
S003,O017,0.916092246576
S003,O018,-2.104772201832
S003,O019,0.415200608142
S003,O020,-0.249386649071
S003,O021,0.572116242561
S003,O022,0.799874952805
S003,O023,0.080613642156
S003,O024,-0.715850005111
S003,O025,-0.153458492498
S003,O026,0.143567682997
S003,O027,2.269816190907
S003,O028,-0.948521579825
S003,O029,1.427182641306
S003,O030,-1.500655025823
S003,O031,1.257862545472
S003,O032,-1.322987791596
S003,O033,-0.376198445732
S003,O034,0.030129315383
S003,O035,1.263180452112
S003,O036,0.522998282256
S003,O037,0.832165607162
S003,O038,-0.030250151648
S003,O039,1.296997153670
S003,O040,-0.429619590265
S003,O041,1.069360338986
S003,O042,1.288998945606
S003,O043,-1.501256177650
S003,O044,-0.998715049664
S003,O045,-1.338444448111
S003,O046,-1.510432418024
S003,O047,-0.626052455322
S003,O048,1.692033461810
S003,O049,0.321452317098
S004,O000,0.368211394036
S004,O001,0.409238038475
S004,O002,0.810579518370
S004,O003,-1.610589940291
S940,O004,-0.053977457339
S004,O005,-0.176195413377
S004,O006,0.341145820607
S004,O007,1.752684513781
S004,O008,0.861348722359
S004,O009,1.366979273286
S004,O010,0.293640970850
S004,O011,0.379392926604
S004,O012,-0.213307460709
S004,O013,-1.415444298057
S004,O014,1.229767166537
S004,O015,-1.024404875714
S004,O016,0.819080043212
S004,O017,1.828123414027
S004,O018,1.075284556882
S004,O019,-0.260461944196
S004,O020,0.713656251639
S004,O021,-1.343926652875
S004,O022,-0.144704734819
S004,O023,1.683511574774
S004,O024,-0.924098387373
S004,O025,0.389800671025
S004,O026,0.286214821171
S004,O027,-2.431035017379
S004,O028,-0.195434781480
S004,O029,-1.556934850160
S004,O030,-0.244118375941
S004,O031,1.129373546087
S004,O032,-1.294267137449
S004,O033,-0.672460618372
S004,O034,2.039652720318
S004,O035,1.313059434408
S004,O036,-0.807592007217
S004,O037,0.180293572330
S004,O038,0.436471421091
S004,O039,0.546363875129
S004,O040,0.977227857663
S004,O041,-0.259868919839
S004,O042,0.264252990642
S004,O043,-1.487183025091
S004,O044,-0.103551596983
S004,O045,1.717351362099
S004,O046,-0.632816603143
S004,O047,-0.793013755929
S004,O048,1.375242857314
S004,O049,0.012392442594
S005,O000,-0.635456389086
S005,O001,1.950173538637
S005,O002,0.364451751748
S005,O003,2.226416787686
S005,O004,-0.153254019420
S005,O005,0.526220583762
S005,O006,-0.610191005039
S005,O007,-0.344418508224
S005,O008,2.652579420682
S005,O009,-0.251439337465
S005,O010,-1.415353406286
S005,O011,-0.067022992358
S005,O012,-0.631093284662
S005,O013,0.542359401883
S005,O014,0.905514781365
S005,O015,1.296036593501
S005,O016,1.231537213566
S005,O017,2.703515075926
S005,O018,0.536801076296
S005,O019,0.282422117557
S005,O020,0.442803006188
S005,O021,0.724510144520
S005,O022,3.498248393481
S005,O023,1.872775151360
S005,O024,-0.722869694540
S005,O025,1.641396579805
S005,O026,0.515819205528
S005,O027,3.033745717773
S005,O028,0.095873815961
S005,O029,0.311565512992
S005,O030,-0.310138300960
S005,O031,-1.549066889041
S005,O032,0.413368466192
S005,O033,0.064620900767
S005,O034,0.492898197344
S005,O035,0.180592064242
S005,O036,-0.389672158950
S005,O037,1.410826039871
S005,O038,1.771965176971
S005,O039,1.448945913734
S005,O040,-0.016806550898
S005,O041,-1.428221276033
S005,O042,2.680547455263
S005,O043,1.014430170398
S005,O044,1.650039770350
S005,O045,2.433013390962
S005,O046,0.078564170858
S005,O047,-0.633113802921
S005,O048,1.267496107690
S005,O049,0.329490644451
S006,O000,-0.103829123987
S006,O001,2.616976138261
S006,O002,0.761259483536
S006,O003,0.507752867100
S006,O004,-0.266859949316
S006,O005,-0.111931762356
S006,O006,0.856887905090
S006,O007,0.201439914356
S006,O008,0.722389770851
S006,O009,-1.199020212788
S006,O010,-1.451437490723
S006,O011,1.101332111635
S006,O012,-1.354646212999
S006,O013,0.200339396925
S006,O014,0.096832109127
S006,O015,-0.271183843343
S006,O016,2.430890637789
S006,O017,0.898723490779
S006,O018,0.046946860134
S006,O019,0.619281510174
S006,O020,1.614094384797
S006,O021,0.913509175826
S006,O022,2.073928421489
S006,O023,3.731482034227
S006,O024,-0.976664114842
S006,O025,0.411333816592
S006,O026,0.765606914174
S006,O027,-2.026218302700
S006,O028,1.554654757824
S006,O029,1.508389443794
S006,O030,1.878236373642
S006,O031,2.341347166858
S006,O032,2.895330666795
S006,O033,3.675214675889
S006,O034,0.927345012094
S006,O035,1.764811496035
S006,O036,0.822257238699
S006,O037,-0.843676561435
S006,O038,2.579453054233
S006,O039,1.233754927950
S006,O040,-0.521319682116
S006,O041,-0.080921304746
S006,O042,1.452028083727
S006,O043,-1.576774697401
S006,O044,2.077623360005
S006,O045,-0.363958379442
S006,O046,0.669414203532
S006,O047,0.564818147276
S006,O048,0.026406663111
S006,O049,1.196884827962
S007,O000,1.619054395515
S007,O001,2.735641386363
S007,O002,-0.391427568581
S007,O003,1.064915353944
S007,O004,0.614657340219
S007,O005,2.068483264831
S007,O006,1.610436097304
S007,O007,1.325369111105
S007,O008,1.807449214309
S007,O009,-1.389024815743
S007,O010,2.772872900013
S007,O011,1.937191414402
S007,O012,1.399634840686
S007,O013,0.778434123572
S007,O014,1.962686195358
S007,O015,1.266466500111
S007,O016,0.293120292999
S007,O017,0.626789300550
S007,O018,-0.557503348849
S007,O019,-0.606868430428
S007,O020,-0.578297911568
S007,O021,2.100084463868
S007,O022,3.033025957967
S007,O023,0.330048211570
S007,O024,0.420859971909
S007,O025,2.443226481368
S007,O026,1.440524024078
S007,O027,1.209331462469
S007,O028,1.045880728270
S007,O029,0.183435166896
S007,O030,2.492788123277
S007,O031,-0.177178420121
S007,O032,0.031743794961
S007,O033,0.995441002250
S007,O034,1.496003524662
S007,O035,0.494592835775
S007,O036,2.163859215554
S007,O037,2.064062025443
S007,O038,1.958102953775
S007,O039,1.406240838826
S007,O040,-0.242859620314
S007,O041,2.538359465667
S007,O042,-0.769781234449
S007,O043,1.552639540383
S007,O044,2.574896002161
S007,O045,1.346434438565
S007,O046,-0.179860800266
S007,O047,-2.791247651210
S007,O048,1.882921072619
S007,O049,1.463694020680
S008,O000,-0.106419607249
S008,O001,-0.774629999361
S008,O002,1.299521038899
S008,O003,2.459630361287
S008,O004,1.893596699520
S008,O005,1.260608485842
S008,O006,2.776102991111
S008,O007,1.955185898674
S008,O008,-0.585160318537
S008,O009,2.528458060628
S008,O010,0.182116640782
S008,O011,1.086835558582
S008,O012,-1.060909844469
S008,O013,0.352893104386
S008,O014,-0.079962276186
S008,O015,1.834890825141
S008,O016,1.311814083788
S008,O017,1.424276005000
S008,O018,0.010235606596
S008,O019,-0.011077848472
S008,O020,-1.084724401198
S008,O021,1.226218956867
S008,O022,1.646802015332
S008,O023,0.729440886136
S008,O024,2.212859858587
S008,O025,-0.195330543416
S008,O026,0.862831299714
S008,O027,0.633194270379
S008,O028,-0.029374980144
S008,O029,0.790197400521
S008,O030,0.951117813418
S008,O031,-0.899456913201
S008,O032,2.393649101446
S008,O033,-0.106830667598
S008,O034,1.252110010357
S008,O035,1.776400363368
S008,O036,0.755869240811
S008,O037,3.109498988372
S008,O038,-0.608796648242
S008,O039,1.332424825223
S008,O040,0.004840532519
S008,O041,0.859002946186
S008,O042,2.394398986628
S008,O043,-0.825395108977
S008,O044,1.607878903668
S008,O045,2.349002380137
S008,O046,-0.366390964671
S008,O047,-0.214309402066
S008,O048,1.480501197034
S008,O049,1.794163386828
S009,O000,0.395313275616
S009,O001,0.097260051557
S009,O002,1.088165607185
S009,O003,0.223332980228
S009,O004,0.533808152611
S009,O005,2.529578081898
S009,O006,3.474467180621
S009,O007,0.610428835798
S009,O008,2.174066734840
S009,O009,-0.837240835792
S009,O010,1.044223226347
S009,O011,2.508377416098
S009,O012,0.371906849847
S009,O013,-0.945465113307
S009,O014,0.604394015131
S009,O015,1.702444040572
S009,O016,2.528995928152
S009,O017,1.467786521761
S009,O018,0.200284073236
S009,O019,2.443937016932
S009,O020,-0.821223255784
S009,O021,1.843570922963
S009,O022,1.215324454470
S009,O023,1.602256663114
S009,O024,-0.861420186312
S009,O025,1.237527066824
S009,O026,0.729908425701
S009,O027,0.713950809284
S009,O028,1.609994067426
S009,O029,-0.056133534488
S009,O030,0.554178958048
S009,O031,4.165922731025
S009,O032,2.624143939085
S009,O033,0.512016518474
S009,O034,1.230965894142
S009,O035,2.665886423775
S009,O036,1.123086716502
S009,O037,0.878695612685
S009,O038,0.666673334825
S009,O039,2.882676781057
S009,O040,1.911111940258
S009,O041,-0.777112439184
S009,O042,0.997708272336
S009,O043,1.414047942017
S009,O044,3.178322631585
S009,O045,2.063061834488
S009,O046,0.631908522475
S009,O047,1.930227177436
S009,O048,1.656204538490
S009,O049,2.774341067732
S010,O000,2.302471860173
S010,O001,0.856345102844
S010,O002,2.851676537270
S010,O003,0.045362810340
S010,O004,0.936161040908
S010,O005,2.272589567775
S010,O006,-0.545912443248
S010,O007,0.085571471954
S010,O008,-0.441713624163
S010,O009,1.916588183427
S010,O010,0.396096510981
S010,O011,0.330215704891
S010,O012,-0.173924825913
S010,O013,2.785593157289
S010,O014,0.118363963886
S010,O015,0.051929902685
S010,O016,1.145305787081
S010,O017,-0.790907851724
S010,O018,3.889171575734
S010,O019,1.043171140605
S010,O020,2.536890411529
S010,O021,0.187847734860
S010,O022,0.334514800086
S010,O023,-0.206330527073
S010,O024,3.071145016518
S010,O025,1.120724121333
S010,O026,1.799036152275
S010,O027,2.642437555344
S010,O028,0.503905249825
S010,O029,0.051778431207
S010,O030,0.409904911832
S010,O031,1.332419012923
S010,O032,2.019641974301
S010,O033,0.782556619842
S010,O034,2.239929145369
S010,O035,2.607487515717
S010,O036,0.918592400120
S010,O037,3.497986700464
S010,O038,-0.565204716824
S010,O039,2.147344489573
S010,O040,1.875169232373
S010,O041,2.436220580352
S010,O042,1.961765593744
S010,O043,2.217942338355
S010,O044,0.971736433919
S010,O045,1.374891680461
S010,O046,-0.006178276000
S010,O047,0.066992089324
