seed_id,n,mean,sample_std
S000,50,0.136205080052,1.058893935071
S001,50,-0.171969818273,1.018594684142
S002,50,0.117384880311,1.041559116300
S003,50,0.224548053551,1.219302887898
S004,50,0.148441060981,0.833738722037
S005,50,0.355722863799,0.991063474993
S006,50,0.333047378798,1.271034437787
S007,50,0.546378061892,1.061431684069
S008,50,0.633897287213,1.123784107993
S009,50,1.075215581711,1.161154241873
S010,50,0.914202065139,1.265479022997
S011,50,1.465737761188,1.052333842473
S012,50,1.063970980513,1.239934063072
S013,50,1.485576231704,1.058251304431
S014,50,1.524739451072,1.347522350935
S015,50,1.337535334075,1.299619873355
S016,50,1.197943634625,1.167045990556
S017,50,1.739809383525,1.411254231718
S018,50,1.733287508729,1.441292536950
S019,50,1.758401796337,1.215246604999
