row_index,seed_id,metric,value
0,S000,n,50
0,S000,mean,0.136205080052
0,S000,sample_std,1.058893935071
1,S001,n,50
1,S001,mean,-0.171969818273
1,S001,sample_std,1.018594684142
2,S002,n,50
2,S002,mean,0.117384880311
2,S002,sample_std,1.041559116300
3,S003,n,50
3,S003,mean,0.224548053551
3,S003,sample_std,1.219302887898
4,S004,n,50
4,S004,mean,0.148441060981
4,S004,sample_std,0.833738722037
5,S005,n,50
5,S005,mean,0.355722863799
5,S005,sample_std,0.991063474993
6,S006,n,50
6,S006,mean,0.333047378798
6,S006,sample_std,1.271034437787
7,S007,n,50
7,S007,mean,0.546378061892
7,S007,sample_std,1.061431684069
8,S008,n,50
8,S008,mean,0.633897287213
8,S008,sample_std,1.123784107993
9,S009,n,50
9,S009,mean,1.075215581711
9,S009,sample_std,1.161154241873
10,S010,n,50
10,S010,mean,0.914202065139
10,S010,sample_std,1.265479022997
11,S011,n,50
11,S011,mean,1.465737761188
11,S011,sample_std,1.052333842473
12,S012,n,50
12,S012,mean,1.063970980513
12,S012,sample_std,1.239934063072
13,S013,n,50
13,S013,mean,1.485576231704
13,S013,sample_std,1.058251304431
14,S014,n,50
14,S014,mean,1.524739451072
14,S014,sample_std,1.347522350935
15,S015,n,50
15,S015,mean,1.337535334075
15,S015,sample_std,1.299619873355
16,S016,n,50
16,S016,mean,1.197943634625
16,S016,sample_std,1.167045990556
17,S017,n,50
17,S017,mean,1.739809383525
17,S017,sample_std,1.411254231718
18,S018,n,50
18,S018,mean,1.733287508729
18,S018,sample_std,1.441292536950
19,S019,n,50
19,S019,mean,1.758401796337
19,S019,sample_std,1.215246604999
