seed_id,n,mean,sample_std
S000,50,0.016604514606,1.157133155137
S001,50,-0.033081488056,0.905120677814
S002,50,-0.064255820145,1.001046408737
S003,50,0.244310354935,0.990066714387
S004,50,0.186256739445,1.093315109547
S005,50,0.620693850540,1.180901637479
S006,50,0.444150687255,1.198748286664
S007,50,0.718240275673,1.238092233295
S008,50,1.075458316553,1.188297245651
S009,50,1.253906119481,1.141644611573
S010,50,1.097228033105,1.374098918117
S011,50,1.260086609893,1.057820558956
S012,50,1.000693252044,1.129652484315
S013,50,1.469508858653,1.222658434580
S014,50,1.332639042572,1.153981824635
S015,50,1.260342359727,1.167679193786
S016,50,1.295884057874,1.334423205830
S017,50,1.837116248532,1.384797994469
S018,50,1.908926817968,1.254338535443
S019,50,2.098557326026,1.771032537535
