row_index,seed_id,metric,value
0,S000,n,50
0,S000,mean,-0.103589285859
0,S000,sample_std,0.872577553837
1,S001,n,50
1,S001,mean,0.104396524399
1,S001,sample_std,0.963003531724
2,S002,n,50
2,S002,mean,-0.044747732316
2,S002,sample_std,1.073657466546
3,S003,n,50
3,S003,mean,0.327312224364
3,S003,sample_std,1.069008150840
4,S004,n,50
4,S004,mean,0.334843821665
4,S004,sample_std,0.811343209428
5,S005,n,50
5,S005,mean,0.556104472536
5,S005,sample_std,1.122797819983
6,S006,n,50
6,S006,mean,0.653858660469
6,S006,sample_std,1.008897670670
7,S007,n,50
7,S007,mean,0.775482592852
7,S007,sample_std,1.080047932729
8,S008,n,50
8,S008,mean,0.657130037829
8,S008,sample_std,1.066076623438
9,S009,n,50
9,S009,mean,1.391263350882
9,S009,sample_std,1.269851093830
10,S010,n,50
10,S010,mean,0.895443666812
10,S010,sample_std,1.089810543139
11,S011,n,50
11,S011,mean,1.049538385106
11,S011,sample_std,1.269184098169
12,S012,n,50
12,S012,mean,1.115964202859
12,S012,sample_std,1.284268011976
13,S013,n,50
13,S013,mean,1.189424136918
13,S013,sample_std,1.099595756387
14,S014,n,50
14,S014,mean,1.673652148933
14,S014,sample_std,1.478456469678
15,S015,n,50
15,S015,mean,1.619592582412
15,S015,sample_std,1.277514794592
16,S016,n,50
16,S016,mean,1.362002377512
16,S016,sample_std,1.453445821212
17,S017,n,50
17,S017,mean,1.702994211055
17,S017,sample_std,1.274905091090
18,S018,n,50
18,S018,mean,1.916664979482
18,S018,sample_std,1.302168885619
19,S019,n,50
19,S019,mean,1.880028526805
19,S019,sample_std,1.212131780433
