row_index,seed_id,metric,value
0,S000,n,50
0,S000,mean,0.022587204462
0,S000,sample_std,1.126526313715
1,S001,n,50
1,S001,mean,0.150143310112
1,S001,sample_std,1.036590521815
2,S002,n,50
2,S002,mean,0.271472220206
2,S002,sample_std,0.873313594459
3,S003,n,50
3,S003,mean,0.259017534418
3,S003,sample_std,1.118227366585
4,S004,n,50
4,S004,mean,0.228523849861
4,S004,sample_std,1.164141063731
5,S005,n,50
5,S005,mean,0.618304174153
5,S005,sample_std,1.042043834950
6,S006,n,50
6,S006,mean,0.504943971743
6,S006,sample_std,1.168874166159
7,S007,n,50
7,S007,mean,0.279616156741
7,S007,sample_std,1.255541314085
8,S008,n,50
8,S008,mean,0.648239743635
8,S008,sample_std,1.193206218815
9,S009,n,50
9,S009,mean,0.884000635358
9,S009,sample_std,1.128094635949
10,S010,n,50
10,S010,mean,1.116435256387
10,S010,sample_std,1.437063638221
11,S011,n,50
11,S011,mean,1.212517966396
11,S011,sample_std,1.123530853568
12,S012,n,50
12,S012,mean,1.334107339631
12,S012,sample_std,1.137142155364
13,S013,n,50
13,S013,mean,1.119099253402
13,S013,sample_std,1.280745126064
14,S014,n,50
14,S014,mean,1.302906909425
14,S014,sample_std,1.593702693510
15,S015,n,50
15,S015,mean,1.404920302835
15,S015,sample_std,1.469555160006
16,S016,n,50
16,S016,mean,1.830297738225
16,S016,sample_std,1.043231951601
17,S017,n,50
17,S017,mean,1.626174644034
17,S017,sample_std,1.365843434524
18,S018,n,50
18,S018,mean,1.612171866086
18,S018,sample_std,1.600386912600
19,S019,n,50
19,S019,mean,1.783624756213
19,S019,sample_std,1.270088944144
