seed_id,n,mean,sample_std
S000,50,-0.137666218510,0.958302567694
S001,50,-0.052987778359,1.066624570695
S002,50,0.024134923952,1.018980603552
S003,50,0.339354050994,1.064124287092
S004,50,0.364969901293,1.172349297729
S005,50,0.626148625212,1.244210271575
S006,50,0.613324906694,0.981139959430
S007,50,0.449466414648,1.139312962934
S008,50,1.105943125329,1.150219236037
S009,50,1.175441460736,1.310787442231
S010,50,1.168728756775,1.277053515909
S011,50,1.409554785249,1.117989292192
S012,50,1.133363111872,1.361700852263
S013,50,1.014036472587,0.987759703840
S014,50,1.775278532645,1.095080027457
S015,50,1.409533050344,1.287574511902
S016,50,1.564841793777,1.322717714098
S017,50,1.698168900999,1.601950069726
S018,50,1.627593502529,1.209615211486
S019,50,1.739717061576,1.362261832644
