seed_id,n,mean,sample_std
S000,50,-0.090358723552,0.903666967637
S001,50,-0.178100899132,1.213821798275
S002,50,0.336588805920,1.045767267761
S003,50,0.299153857928,1.089553228598
S004,50,0.283963254976,0.851682005998
S005,50,0.550024572010,1.030172442574
S006,50,0.685309578704,0.856499261350
S007,50,0.868615239636,1.148602323251
S008,50,0.683877782050,1.329046378748
S009,50,1.069733449107,1.262328645593
S010,50,1.229302646802,1.399015752642
S011,50,1.058345491060,1.084811211821
S012,50,1.363969112861,1.077221707590
S013,50,1.348915047286,1.338344824672
S014,50,1.385390945372,1.422901167790
S015,50,1.154385118804,1.365957543712
S016,50,1.670841642490,1.306639909428
S017,50,1.907432444461,1.377996936252
S018,50,2.235367350426,1.460045899377
S019,50,1.849830618942,1.342296880892
