seed_id,n,mean,sample_std
S000,50,-0.024689696353,0.969889599947
S001,50,0.186906148415,1.142138706495
S002,50,0.106276821574,0.946399019731
S003,50,0.126729919744,1.112097984414
S004,50,0.778660760256,1.077514996739
S005,50,0.522594985751,1.041433134121
S006,50,0.483039381399,1.022259138649
S007,50,0.381425090519,1.149119402378
S008,50,0.888403791782,1.113130344598
S009,50,0.776641526027,1.105560481476
S010,50,1.039491536003,1.100806863004
S011,50,1.286416877830,1.218908561206
S012,50,1.429881906625,1.167026238132
S013,50,1.217634167731,1.367779775709
S014,50,1.614082321271,1.126056929681
S015,50,1.737151258969,1.353562215086
S016,50,1.346392320402,1.142686748952
S017,50,1.845254712427,1.371930739212
S018,50,1.782097237273,1.373672781392
S019,50,1.693044447993,1.334716034716
