seed_id,n,mean,sample_std
S000,50,-0.289709577269,1.008640683230
S001,50,0.104086718061,1.036830849248
S002,50,0.127739869690,1.019587473798
S003,50,0.245694337753,1.110212709615
S004,50,0.273300771028,1.070138145292
S005,50,0.617724615224,0.976524450377
S006,50,0.444656450229,1.035513237859
S007,50,0.525264552888,1.035690491013
S008,50,0.834166935785,1.129113266370
S009,50,0.984623058953,1.084929357391
S010,50,1.057830021303,1.181647563303
S011,50,0.903601502472,1.327662544649
S012,50,1.650291191392,1.331125450153
S013,50,1.393568441140,1.126989536639
S014,50,1.612669480222,1.659418857729
S015,50,1.551147501331,1.469126908469
S016,50,1.605202722999,1.176190592338
S017,50,1.713196758628,1.504825172446
S018,50,1.834145872528,1.303046226205
S019,50,2.066576237231,1.304361387529
