row_index,seed_id,metric,value
0,S000,n,50
0,S000,mean,-0.289709577269
0,S000,sample_std,1.008640683230
1,S001,n,50
1,S001,mean,0.104086718061
1,S001,sample_std,1.036830849248
2,S002,n,50
2,S002,mean,0.127739869690
2,S002,sample_std,1.019587473798
3,S003,n,50
3,S003,mean,0.245694337753
3,S003,sample_std,1.110212709615
4,S004,n,50
4,S004,mean,0.273300771028
4,S004,sample_std,1.070138145292
5,S005,n,50
5,S005,mean,0.617724615224
5,S005,sample_std,0.976524450377
6,S006,n,50
6,S006,mean,0.444656450229
6,S006,sample_std,1.035513237859
7,S007,n,50
7,S007,mean,0.525264552888
7,S007,sample_std,1.035690491013
8,S008,n,50
8,S008,mean,0.834166935785
8,S008,sample_std,1.129113266370
9,S009,n,50
9,S009,mean,0.984623058953
9,S009,sample_std,1.084929357391
10,S010,n,50
10,S010,mean,1.057830021303
10,S010,sample_std,1.181647563303
11,S011,n,50
11,S011,mean,0.903601502472
11,S011,sample_std,1.327662544649
12,S012,n,50
12,S012,mean,1.650291191392
12,S012,sample_std,1.331125450153
13,S013,n,50
13,S013,mean,1.393568441140
13,S013,sample_std,1.126989536639
14,S014,n,50
14,S014,mean,1.612669480222
14,S014,sample_std,1.659418857729
15,S015,n,50
15,S015,mean,1.551147501331
15,S015,sample_std,1.469126908469
16,S016,n,50
16,S016,mean,1.605202722999
16,S016,sample_std,1.176190592338
17,S017,n,50
17,S017,mean,1.713196758628
17,S017,sample_std,1.504825172446
18,S018,n,50
18,S018,mean,1.834145872528
18,S018,sample_std,1.303046226205
19,S019,n,50
19,S019,mean,2.066576237231
19,S019,sample_std,1.304361387529
