row_index,seed_id,metric,value
0,S000,n,50
0,S000,mean,0.037564018589
0,S000,sample_std,1.118110804206
1,S001,n,50
1,S001,mean,0.049226038201
1,S001,sample_std,1.076265344917
2,S002,n,50
2,S002,mean,0.308055797957
2,S002,sample_std,0.947372562596
3,S003,n,50
3,S003,mean,0.488049049431
3,S003,sample_std,1.130631582053
4,S004,n,50
4,S004,mean,0.408996091971
4,S004,sample_std,0.981659427178
5,S005,n,50
5,S005,mean,0.650484001639
5,S005,sample_std,1.062163088628
6,S006,n,50
6,S006,mean,0.772365057592
6,S006,sample_std,1.123685531224
7,S007,n,50
7,S007,mean,0.728668364018
7,S007,sample_std,1.323892708746
8,S008,n,50
8,S008,mean,1.188329071302
8,S008,sample_std,1.014175738030
9,S009,n,50
9,S009,mean,1.004408878753
9,S009,sample_std,1.282494984791
10,S010,n,50
10,S010,mean,0.851925268165
10,S010,sample_std,1.331350005034
11,S011,n,50
11,S011,mean,1.161284232249
11,S011,sample_std,1.296330918012
12,S012,n,50
12,S012,mean,1.384844160505
12,S012,sample_std,1.149130466410
13,S013,n,50
13,S013,mean,1.182067517583
13,S013,sample_std,1.121723755193
14,S014,n,50
14,S014,mean,1.584586670059
14,S014,sample_std,1.092230693547
15,S015,n,50
15,S015,mean,1.745996392623
15,S015,sample_std,1.138971089021
16,S016,n,50
16,S016,mean,1.902147027453
16,S016,sample_std,1.228653293241
17,S017,n,50
17,S017,mean,1.343952542858
17,S017,sample_std,1.171089261272
18,S018,n,50
18,S018,mean,2.371780662036
18,S018,sample_std,1.252053835487
19,S019,n,50
19,S019,mean,2.023117312705
19,S019,sample_std,1.190914116515
