row_index,seed_id,metric,value
0,S000,n,50
0,S000,mean,-0.218747942151
0,S000,sample_std,0.879709158964
1,S001,n,50
1,S001,mean,0.243759459901
1,S001,sample_std,1.266235946950
2,S002,n,50
2,S002,mean,0.137496883273
2,S002,sample_std,0.900817586369
3,S003,n,50
3,S003,mean,0.235438563992
3,S003,sample_std,1.116545560213
4,S004,n,50
4,S004,mean,0.599356424123
4,S004,sample_std,0.923546828063
5,S005,n,50
5,S005,mean,0.403554526257
5,S005,sample_std,1.083413886811
6,S006,n,50
6,S006,mean,0.311579359708
6,S006,sample_std,0.864493755360
7,S007,n,50
7,S007,mean,0.411767476054
7,S007,sample_std,1.212824707326
8,S008,n,50
8,S008,mean,1.113939571438
8,S008,sample_std,1.286013544582
9,S009,n,50
9,S009,mean,0.759098778282
9,S009,sample_std,1.108747511555
10,S010,n,50
10,S010,mean,0.998859731822
10,S010,sample_std,1.077927791290
11,S011,n,50
11,S011,mean,1.071466209164
11,S011,sample_std,1.249037849207
12,S012,n,50
12,S012,mean,1.122520439408
12,S012,sample_std,1.180722269437
13,S013,n,50
13,S013,mean,1.497309298959
13,S013,sample_std,1.123831819821
14,S014,n,50
14,S014,mean,1.489205111093
14,S014,sample_std,1.090238711166
15,S015,n,50
15,S015,mean,1.524917538801
15,S015,sample_std,1.214759438005
16,S016,n,50
16,S016,mean,1.496578505829
16,S016,sample_std,1.265444069542
17,S017,n,50
17,S017,mean,1.807330531697
17,S017,sample_std,1.105833775681
18,S018,n,50
18,S018,mean,1.677180092751
18,S018,sample_std,1.258627696649
19,S019,n,50
19,S019,mean,1.501667431052
19,S019,sample_std,1.284096048815
