row_index,seed_id,metric,value
0,S000,n,50
0,S000,mean,-0.020993983481
0,S000,sample_std,1.102567924072
1,S001,n,50
1,S001,mean,-0.086688725737
1,S001,sample_std,0.920050014309
2,S002,n,50
2,S002,mean,0.467427214443
2,S002,sample_std,0.956905010964
3,S003,n,50
3,S003,mean,0.058758845683
3,S003,sample_std,0.867978927763
4,S004,n,50
4,S004,mean,0.495019758646
4,S004,sample_std,1.046493704242
5,S005,n,50
5,S005,mean,0.698524435518
5,S005,sample_std,0.901201549074
6,S006,n,50
6,S006,mean,0.665738479496
6,S006,sample_std,1.122078728618
7,S007,n,50
7,S007,mean,0.725067817547
7,S007,sample_std,0.953863856898
8,S008,n,50
8,S008,mean,0.797372875754
8,S008,sample_std,1.014614187957
9,S009,n,50
9,S009,mean,1.056641541174
9,S009,sample_std,1.242873926721
10,S010,n,50
10,S010,mean,0.693967502830
10,S010,sample_std,1.170230455578
11,S011,n,50
11,S011,mean,0.936853072197
11,S011,sample_std,1.275170410177
12,S012,n,50
12,S012,mean,1.145092545912
12,S012,sample_std,1.463809014321
13,S013,n,50
13,S013,mean,1.199756761447
13,S013,sample_std,1.110698662162
14,S014,n,50
14,S014,mean,1.236174209442
14,S014,sample_std,1.162816535877
15,S015,n,50
15,S015,mean,1.487370451030
15,S015,sample_std,1.369944077719
16,S016,n,50
16,S016,mean,1.439485951300
16,S016,sample_std,1.312366888612
17,S017,n,50
17,S017,mean,1.537415279114
17,S017,sample_std,1.314872800000
18,S018,n,50
18,S018,mean,1.758941449835
18,S018,sample_std,0.931082176337
19,S019,n,50
19,S019,mean,1.933192653764
19,S019,sample_std,1.229595433135
