seed_id,n,mean,sample_std
S000,50,-0.020993983481,1.102567924072
S001,50,-0.086688725737,0.920050014309
S002,50,0.467427214443,0.956905010964
S003,50,0.058758845683,0.867978927763
S004,50,0.495019758646,1.046493704242
S005,50,0.698524435518,0.901201549074
S006,50,0.665738479496,1.122078728618
S007,50,0.725067817547,0.953863856898
S008,50,0.797372875754,1.014614187957
S009,50,1.056641541174,1.242873926721
S010,50,0.693967502830,1.170230455578
S011,50,0.936853072197,1.275170410177
S012,50,1.145092545912,1.463809014321
S013,50,1.199756761447,1.110698662162
S014,50,1.236174209442,1.162816535877
S015,50,1.487370451030,1.369944077719
S016,50,1.439485951300,1.312366888612
S017,50,1.537415279114,1.314872800000
S018,50,1.758941449835,0.931082176337
S019,50,1.933192653764,1.229595433135
