seed_id,n,mean,sample_std
S000,50,-0.168052115546,0.842617629579
S001,50,0.318547375366,1.032071765164
S002,50,0.154641674921,1.057788447955
S003,50,0.605073030584,0.975819614015
S004,50,0.397896131784,1.214430371249
S005,50,0.515733532612,1.089109908650
S006,50,0.722461739717,1.385074834360
S007,50,0.829361394303,1.119246302674
S008,50,1.047840722194,1.144401523850
S009,50,0.785199831457,1.102594856518
S010,50,0.967324210596,1.363873255826
S011,50,0.906589829292,1.147468026129
S012,50,0.870021480747,1.287568357498
S013,50,1.269142489910,1.345238362301
S014,50,1.002049127546,1.468375665410
S015,50,1.622546677067,1.327418069930
S016,50,2.083298432392,1.207668255852
S017,50,1.430164949017,1.210436677505
S018,50,2.054017917348,1.311624215318
S019,50,1.932481300556,1.284290302691
