row_index,seed_id,metric,value
0,S000,n,50
0,S000,mean,-0.026539644603
0,S000,sample_std,0.879541611317
1,S001,n,50
1,S001,mean,0.275418752190
1,S001,sample_std,1.117794127044
2,S002,n,50
2,S002,mean,0.107145048532
2,S002,sample_std,0.976086057312
3,S003,n,50
3,S003,mean,0.438884878078
3,S003,sample_std,1.103141074393
4,S004,n,50
4,S004,mean,0.341901015808
4,S004,sample_std,0.974247293629
5,S005,n,50
5,S005,mean,0.555501927198
5,S005,sample_std,1.167950394294
6,S006,n,50
6,S006,mean,0.568890636914
6,S006,sample_std,0.858918704564
7,S007,n,50
7,S007,mean,0.786832755869
7,S007,sample_std,1.211028481050
8,S008,n,50
8,S008,mean,0.677926811263
8,S008,sample_std,1.238067336764
9,S009,n,50
9,S009,mean,0.991386965380
9,S009,sample_std,1.194602076597
10,S010,n,50
10,S010,mean,0.989460353655
10,S010,sample_std,1.124464127376
11,S011,n,50
11,S011,mean,0.986843129544
11,S011,sample_std,1.385895503877
12,S012,n,50
12,S012,mean,1.305278317375
12,S012,sample_std,1.364902310502
13,S013,n,50
13,S013,mean,1.412496306571
13,S013,sample_std,1.091968693289
14,S014,n,50
14,S014,mean,1.282089680389
14,S014,sample_std,1.345484584631
15,S015,n,50
15,S015,mean,1.279114434472
15,S015,sample_std,1.226662718385
16,S016,n,50
16,S016,mean,1.985148338079
16,S016,sample_std,1.342418078742
17,S017,n,50
17,S017,mean,1.899675629910
17,S017,sample_std,1.181522878546
18,S018,n,50
18,S018,mean,1.922455635548
18,S018,sample_std,1.106234789758
19,S019,n,50
19,S019,mean,1.976526874171
19,S019,sample_std,1.345391792570
