seed_id,n,mean,sample_std
S000,50,-0.026539644603,0.879541611317
S001,50,0.275418752190,1.117794127044
S002,50,0.107145048532,0.976086057312
S003,50,0.438884878078,1.103141074393
S004,50,0.341901015808,0.974247293629
S005,50,0.555501927198,1.167950394294
S006,50,0.568890636914,0.858918704564
S007,50,0.786832755869,1.211028481050
S008,50,0.677926811263,1.238067336764
S009,50,0.991386965380,1.194602076597
S010,50,0.989460353655,1.124464127376
S011,50,0.986843129544,1.385895503877
S012,50,1.305278317375,1.364902310502
S013,50,1.412496306571,1.091968693289
S014,50,1.282089680389,1.345484584631
S015,50,1.279114434472,1.226662718385
S016,50,1.985148338079,1.342418078742
S017,50,1.899675629910,1.181522878546
S018,50,1.922455635548,1.106234789758
S019,50,1.976526874171,1.345391792570
