seed_id,n,mean,sample_std
S000,50,0.143342830560,0.993789703113
S001,50,0.245709281236,0.898388681879
S002,50,0.081151562205,1.141760319482
S003,50,0.093549605895,1.028050256059
S004,50,0.203667616213,0.946990237399
S005,50,0.459181535045,1.095792864588
S006,50,0.920251004379,1.155067442321
S007,50,0.736298280531,1.087223537018
S008,50,0.783063051573,1.211000179463
S009,50,0.872744177123,1.131986212138
S010,50,0.960269376647,1.361081996309
S011,50,0.980678651553,1.320733162186
S012,50,1.485901764173,1.206452951065
S013,50,1.113962774071,1.088553046559
S014,50,1.455842411128,1.256001645065
S015,50,1.758383177778,1.314729159796
S016,50,1.612317170387,1.500566807715
S017,50,1.558652980890,1.529570452056
S018,50,1.673056933567,1.431589566133
S019,50,2.204019208635,1.512372401466
